corpus_row_id,module,source_lesson_node_id,source_lesson_id,source_lesson_title,source_assignment_date,source_path,prerequisite_text,normalized_text,prerequisite_type,physics_topics,math_subtypes,prerequisite_depth,atomicity,mapping_status,direct_match_count,primary_target_node_id,primary_target_lesson_id,primary_target_lesson_title,primary_target_module,primary_target_assignment_date,primary_target_path,temporal_relation,match_confidence,match_basis,match_evidence,candidate_rank,candidate_score,top_unaccepted_candidate_title,top_unaccepted_candidate_path,top_unaccepted_candidate_score,review_scope,cycle_flag,future_review_flag
P212-0875,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-2.md,,Finding Slit Width from the Central Diffraction Maximum,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-2.md,Solving a formula for a variable in the denominator,solving a formula for a variable in the denominator,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Variable-Density Rod: Center of Mass,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,0.3737,candidate-set-semantically-reviewed,false,true
P212-0876,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-3.md,,Comparing Same-Side Single-Slit Minima,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-3.md,"Convert nanometers, micrometers, meters, and centimeters.","convert nanometers, micrometers, meters, and centimeters",Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1268,algorithmic-screen-only,false,true
P212-0877,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-3.md,,Comparing Same-Side Single-Slit Minima,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-3.md,Use the small-angle approximation $\sin\theta\approx\tan\theta\approx\theta$.,use the small-angle approximation \sin\theta\approx\tan\theta\approx\theta,Mathematical technique,,Geometry and trigonometry,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Wavelength from a Diffraction-Grating Pattern,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,0.2673,algorithmic-screen-only,false,true
P212-0878,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-3.md,,Comparing Same-Side Single-Slit Minima,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-3.md,Take the positive distance between two positions with an absolute difference.,take the positive distance between two positions with an absolute difference,Semantic and physical interpretation,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the First Constructive-Interference Point,/Users/jake/Developer/study/vault/212/M5/2026-07-30-M5-5/Lessons/Problem-5.md,0.2249,algorithmic-screen-only,false,true
P212-0879,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-4.md,,Predicting Changes in Double-Slit Fringe Spacing,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-4.md,"Recognize the double-slit bright-maximum relation $y_m\approx m\lambda L/d$ in the far-screen, small-angle approximation.","recognize the double-slit bright-maximum relation ym\approx m\lambda l/d in the far-screen, small-angle approximation","Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D3,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-2.md,,How Screen Distance Changes Double-Slit Fringe Spacing,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-2.md,earlier,Medium,worked_move_equivalent,It combines d sin(theta)=m lambda with y=L tan(theta) and the small-angle approximation to locate bright fringes.,3,0.3432,,,,semantically-reviewed,false,true
P212-0880,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-4.md,,Predicting Changes in Double-Slit Fringe Spacing,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-4.md,Use the wave relation $v=f\lambda$ and treat $v$ as constant when the medium does not change.,use the wave relation v=f\lambda and treat v as constant when the medium does not change,"Physics concept, law, or relation",Waves and sound,,D2,Compound,no-strong-candidate,0,,,,,,,,,,,,,Counting Wavelengths in a Refractive Medium,/Users/jake/Developer/study/vault/212/M5/2026-07-28-HW-7/Lessons/Problem-3.md,0.2862,algorithmic-screen-only,false,true
P212-0881,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-4.md,,Predicting Changes in Double-Slit Fringe Spacing,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-4.md,Compare quantities with multiplicative factors such as “twice” or “one-half.”,compare quantities with multiplicative factors such as “twice” or “one-half.”,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Scaling Surface Gravity With Mass and Radius,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,0.1022,algorithmic-screen-only,false,true
P212-0882,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-5.md,,Fitting More Double-Slit Fringes on a Fixed Screen,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-5.md,Recognize direct and inverse dependence in a formula.,recognize direct and inverse dependence in a formula,Mathematical technique,,Ratios and proportional reasoning,D2,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Scaling Force With an Inverse-Square Law,/Users/jake/Developer/study/vault/212/M3/2026-07-15-M3-1/Lessons/Problem-1.md,0.3418,candidate-set-semantically-reviewed,false,true
P212-0883,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-5.md,,Fitting More Double-Slit Fringes on a Fixed Screen,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-5.md,Use the wave relation $c=f\lambda$ in a fixed medium.,use the wave relation c=f\lambda in a fixed medium,"Physics concept, law, or relation",Waves and sound,,D2,Atomic,direct-match,1,212-M5-014,212-M5-014,Changing Frequency on the Same Taut String,M5,2026-07-28,/Users/jake/Developer/study/vault/212/M5/2026-07-28-HW-7/Lessons/Problem-1.md,earlier,High,concept_equivalent,It uses v=f lambda in one unchanged medium so frequency and wavelength vary inversely at fixed speed.,2,0.3435,,,,semantically-reviewed,false,false
P212-0884,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-5.md,,Fitting More Double-Slit Fringes on a Fixed Screen,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-5.md,Know the small-angle double-slit fringe-spacing relation $\Delta y\approx \lambda L/d$.,know the small-angle double-slit fringe-spacing relation \delta y\approx \lambda l/d,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D2,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-1.md,,Screen Distance and Double-Slit Fringe Spacing,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-1.md,earlier,High,concept_equivalent,It directly teaches the small-angle double-slit fringe spacing Delta y approximately lambda L/d.,2,0.5348,,,,semantically-reviewed,false,false
P212-0885,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-6.md,,Changing Slit Separation at a Fixed Fringe Angle,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-6.md,Distinguish constructive (bright) interference from destructive (dark) interference.,distinguish constructive (bright) interference from destructive (dark) interference,Semantic and physical interpretation,Interference and diffraction,,D2,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-3.md,,Reading Path Difference from a Double-Slit Pattern,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-3.md,earlier,High,concept_equivalent,It directly maps constructive interference to bright fringes and destructive interference to dark fringes.,3,0.2878,,,,semantically-reviewed,false,false
P212-0886,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-6.md,,Changing Slit Separation at a Fixed Fringe Angle,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-6.md,Simplify fractions and solve a proportion.,simplify fractions and solve a proportion,Mathematical technique,,Numeracy and arithmetic | Algebra and formula manipulation | Ratios and proportional reasoning,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Mass Removed from a Uniform Disk,/Users/jake/Developer/study/vault/212/M2/2026-07-12-HW-3/Lessons/Problem-8.md,0.1801,algorithmic-screen-only,false,true
P212-0887,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-6.md,,Changing Slit Separation at a Fixed Fringe Angle,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-6.md,Recognize that the same angle gives the same value of $\sin\theta$.,recognize that the same angle gives the same value of \sin\theta,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Deriving the Angle in a Conical Pendulum,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,0.2707,algorithmic-screen-only,false,true
P212-0888,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-7.md,,Exact Diffraction-Grating Positions on a Screen,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-7.md,Use the diffraction-grating maximum condition $d\sin\theta=m\lambda$.,use the diffraction-grating maximum condition d\sin\theta=m\lambda,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D3,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-5.md,,Finding Wavelength from a Diffraction-Grating Pattern,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,earlier,High,worked_move_equivalent,It directly applies the diffraction-grating maximum condition to allowed bright orders.,1,0.5299,,,,semantically-reviewed,false,false
P212-0889,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-7.md,,Exact Diffraction-Grating Positions on a Screen,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-7.md,Recognize sine and tangent as right-triangle side ratios.,recognize sine and tangent as right-triangle side ratios,Representation and spatial literacy,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Radius from an Angled String,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,0.2661,algorithmic-screen-only,false,true
P212-0890,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-7.md,,Exact Diffraction-Grating Positions on a Screen,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-7.md,Find a missing side with the Pythagorean theorem.,find a missing side with the pythagorean theorem,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Parallel-Axis Theorem Applied to a Rod,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-04-Parallel-Axis-Theorem-Rod-End.md,0.2308,algorithmic-screen-only,false,true
P212-0891,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-1.md,,Auditing Qualitative Optics Claims,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-1.md,Distinguish a light ray from the backward extension of a ray.,distinguish a light ray from the backward extension of a ray,Semantic and physical interpretation,Geometric optics,,D3,Atomic,direct-match,1,PATH:M7/2026-08-12-HW-10/Lessons/Problem-9.md,,Why Convex-Mirror Images Are Always Virtual,M7,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-9.md,same-date,High,concept_equivalent,It explicitly contrasts physical reflected rays with dashed backward extensions used to locate virtual images.,2,0.3323,,,,semantically-reviewed,true,true
P212-0892,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-1.md,,Auditing Qualitative Optics Claims,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-1.md,Identify the normal as the line perpendicular to an optical surface.,identify the normal as the line perpendicular to an optical surface,Representation and spatial literacy,Geometric optics,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Recognizing Contact Loss on a Curved Surface,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-12.md,0.2059,algorithmic-screen-only,false,true
P212-0893,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-1.md,,Auditing Qualitative Optics Claims,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-1.md,Solve a simple reciprocal equation and interpret the sign and magnitude of a ratio.,solve a simple reciprocal equation and interpret the sign and magnitude of a ratio,Semantic and physical interpretation,,Numeracy and arithmetic | Algebra and formula manipulation | Ratios and proportional reasoning,D2,Compound,no-strong-candidate,0,,,,,,,,,,,,,Solving the Thin-Lens Equation for Image Distance,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-11.md,0.2874,algorithmic-screen-only,false,true
P212-0894,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-2.md,,Identifying a Material from Refraction,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-2.md,Evaluate sine in degree mode.,evaluate sine in degree mode,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Exact Diffraction-Grating Positions on a Screen,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-7.md,0.1522,algorithmic-screen-only,false,true
P212-0895,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-2.md,,Identifying a Material from Refraction,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-2.md,Rearrange an equation to isolate one variable.,rearrange an equation to isolate one variable,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Variable-Density Rod: Center of Mass,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,0.2561,algorithmic-screen-only,false,true
P212-0896,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-2.md,,Identifying a Material from Refraction,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-2.md,Identify the normal as the line perpendicular to an interface.,identify the normal as the line perpendicular to an interface,Representation and spatial literacy,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Comparing Ferris-Wheel Normal Forces at the Top and Bottom,/Users/jake/Developer/study/vault/212/M1/2026-06-29-M1-3/Lessons/Problem-3.md,0.1886,algorithmic-screen-only,false,true
P212-0897,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-3.md,,Choosing a Refracted Ray at a Boundary,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-3.md,Interpret a ray's arrow as its direction of travel.,interpret a ray's arrow as its direction of travel,Semantic and physical interpretation,Geometric optics,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Choosing the Acceleration Direction When Circular Motion Speeds Up,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-13.md,0.2368,algorithmic-screen-only,false,true
P212-0898,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-3.md,,Choosing a Refracted Ray at a Boundary,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-3.md,Recognize perpendicular lines and compare angle sizes.,recognize perpendicular lines and compare angle sizes,Mathematical technique,,Geometry and trigonometry,D2,Compound,no-strong-candidate,0,,,,,,,,,,,,,Deriving the Angle in a Conical Pendulum,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-5.md,0.1525,algorithmic-screen-only,false,true
P212-0899,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-4.md,,Classifying a Plane-Mirror Image,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-4.md,Distinguish a physical light ray from the backward extension of a ray.,distinguish a physical light ray from the backward extension of a ray,Semantic and physical interpretation,Geometric optics,,D3,Atomic,direct-match,1,PATH:M7/2026-08-12-HW-10/Lessons/Problem-9.md,,Why Convex-Mirror Images Are Always Virtual,M7,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-9.md,same-date,High,concept_equivalent,It teaches how to distinguish an actual light ray from its backward geometric extension.,2,0.3176,,,,semantically-reviewed,true,true
P212-0900,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-4.md,,Classifying a Plane-Mirror Image,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-4.md,Measure the shortest distance from a point to a flat surface along a perpendicular line.,measure the shortest distance from a point to a flat surface along a perpendicular line,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Smallest Torque From a Force Diagram,/Users/jake/Developer/study/vault/212/M2/2026-07-09-M2-3/Lessons/Problem-2.md,0.1947,algorithmic-screen-only,false,true
P212-0901,M7,PATH:M7/2026-08-12-HW-10/Lessons/Problem-5.md,,Reading Thin-Lens Magnification to Identify the Image and Lens,2026-08-12,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-5.md,Use the real-object sign convention $d_o>0$.,use the real-object sign convention do>0,Model condition or reference choice,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Why Convex-Mirror Images Are Always Virtual,/Users/jake/Developer/study/vault/212/M7/2026-08-12-HW-10/Lessons/Problem-9.md,0.2061,algorithmic-screen-only,false,true
